time,q0,q1,q2,q3,q4,q5,q6,tau_g0,tau_g1,tau_g2,tau_g3,tau_g4,tau_g5,tau_g6
1750422923.5172136,0.0,-0.0015339807878856412,0.0,0.006135923151542565,0.0,-0.01227184630308513,0.0015339807878856412,-3.9196770829086345e-18,1.3339143711915318,-13.166189529738208,0.6255712895564682,0.0011080329546306646,-0.022431492274717444,0.00011580195463698875
1750422923.533268,0.0,-0.0030679615757712823,0.0,0.006135923151542565,0.0,-0.01380582709097077,0.0,3.4032499041103393e-18,1.3397223710983934,-13.163772657858768,0.6255683184351831,0.002083445477065014,-0.022424865467753376,0.00011565768070588916
1750422923.5494456,0.0,-0.0046019423636569235,0.0,0.006135923151542565,0.0,-0.015339807878856412,0.0015339807878856412,7.349676423018537e-19,1.3455405009381547,-13.161311527921644,0.625598576808002,0.0030590405713153204,-0.022431471138085215,0.00011580476777748352
1750422923.5652611,0.0,-0.006135923151542565,0.0,0.006135923151542565,0.0,-0.01687378866674205,0.0,-4.336808689942018e-19,1.3513422873855965,-13.158832605352707,0.6255926503950494,0.004034387347176533,-0.02242484433333643,0.00011566016985323967
1750422923.5974486,0.0,-0.007669903939428206,0.0,0.006135923151542565,0.0,-0.018407769454627694,0.0015339807878856412,9.408585022185889e-18,1.3571541770763775,-13.156309435697281,0.6256199545400388,0.005010018544973634,-0.022431450006071035,0.0001158069277218744
1750422923.6132789,0.0,-0.007669903939428206,0.0,0.006135923151542565,0.0,-0.018407769454627694,0.0,4.204414594255468e-18,1.3571475617554891,-13.15631605101817,0.6256026003391095,0.005009844846995305,-0.02242483376795831,0.0001156611693331172
1750422923.629325,0.0,-0.009203884727313847,0.0,0.006135923151542565,0.0,-0.018407769454627694,0.0,1.6023293802902573e-18,1.3623890196948425,-13.154329161532345,0.6256112529380543,0.0059818522368211445,-0.021864158069247252,0.00010905902721185602
1750422923.6613681,0.0,-0.009203884727313847,0.0,0.006135923151542565,0.0,-0.018407769454627694,0.0015339807878856412,5.0717763322438715e-18,1.3623956352802784,-13.15432254594691,0.6256286073790065,0.005982052557256079,-0.021870774408560535,0.0001091781635197027
1750422923.6772578,0.0,-0.009203884727313847,0.0,0.0046019423636569235,0.0,-0.019941750242513337,0.0,1.867117571663357e-18,1.3629576189228514,-13.153760562304338,0.6267158829788368,0.00594704650011787,-0.02242498305174944,9.830246773309665e-05
1750422923.6934268,0.0,-0.010737865515199488,0.0,0.0046019423636569235,0.0,-0.019941750242513337,0.0015339807878856412,6.8064998082206786e-18,1.3682010649727854,-13.151737525467794,0.6267404308785566,0.006919256210739836,-0.021870923749391716,9.182924824773718e-05
1750422923.7093718,0.0015339807878856412,-0.010737865515199488,0.0,0.0030679615757712823,0.0,-0.019941750242513337,0.0015339807878856412,-2.6020852139652106e-18,1.3682075266217648,-13.151731063818815,0.6278437790304865,0.006880975536663175,-0.021871037966906086,7.447951346947635e-05
1750422923.7413266,0.0,-0.01380582709097077,0.0,0.0030679615757712823,0.0,-0.019941750242513337,0.0,-7.349676423018537e-19,1.3786619478608069,-13.147614953054793,0.6278364037694031,0.008824702976303965,-0.02074291711663065,6.113416101089906e-05
1750422923.757262,0.0,-0.015339807878856412,0.0,0.0015339807878856412,0.0,-0.018407769454627694,0.0015339807878856412,6.203926261605375e-18,1.3833353864567242,-13.14605940080585,0.628958470952813,0.009757759326798563,-0.01962790333285585,3.061035581306106e-05
1750422923.7732527,0.0,-0.01687378866674205,0.0,0.0015339807878856412,0.0,-0.018407769454627694,0.0015339807878856412,-3.469446951953614e-18,1.3885562639014992,-13.143922220638633,0.6289597696693833,0.010729699853373593,-0.019066983611422204,2.3980355592723423e-05
1750422923.7893524,0.0,-0.018407769454627694,0.0,0.0015339807878856412,0.0,-0.019941750242513337,0.0,2.6478819137309964e-19,1.3943282217653503,-13.141199763726679,0.6289421880114034,0.0117021450769382,-0.019060366222906966,2.396386995685243e-05
1750422923.8212428,0.0,-0.021475731030398976,0.0,0.0,0.0015339807878856412,-0.019941750242513337,0.0015339807878856412,9.878764473114643e-18,1.4037845368676938,-13.137739832928576,0.6300927484841656,0.01360869424851043,-0.017945042301748305,-6.257360483043649e-06
1750422923.837333,0.0,-0.02454369260617026,0.0,0.0,0.0015339807878856412,-0.018407769454627694,0.0,-3.2046587605805146e-18,1.413626155129713,-13.133757728605318,0.6300637819292288,0.01555198018017429,-0.016255154520780378,-2.598738853381922e-05
1750422923.8532248,0.0,-0.02761165418194154,0.0,0.0015339807878856412,0.0015339807878856412,-0.019941750242513337,0.0,6.938893903907228e-18,1.4245931229447493,-13.128513349211595,0.6289475845516507,0.01753236549853146,-0.015694823412730062,-1.5167743862814074e-05
1750422923.8852715,0.0,-0.030679615757712823,0.0,0.0015339807878856412,0.0015339807878856412,-0.019941750242513337,0.0,1.4699352846037075e-18,1.4349787043564262,-13.123713376840595,0.6289250217237174,0.019475733056001202,-0.014572377136269132,-2.8321411106650413e-05
1750422923.9013183,0.0,-0.035281558121369745,0.0,0.0015339807878856412,0.0015339807878856412,-0.018407769454627694,0.0015339807878856412,3.469446951953614e-18,1.449976940633726,-13.116836603132926,0.6288966264877316,0.022390167893999054,-0.012333699579943451,-5.4957241840181435e-05
1750422923.917272,0.0,-0.03681553890925539,0.0,0.0015339807878856412,0.0,-0.018407769454627694,0.0,-0.0,1.4561192592644536,-13.113332892866303,0.6288246242311119,0.023361147782867565,-0.011764809347865002,-6.187949920751529e-05
1750422923.9332635,0.0,-0.04141748127291231,0.0,0.0,0.0,-0.018407769454627694,0.0015339807878856412,9.878764473114643e-18,1.4716144661238806,-13.105547786697354,0.6298793319212818,0.026238296023382342,-0.010087086235718155,-9.944203829475543e-05
1750422923.9653156,-0.0015339807878856412,-0.04295146206079795,0.0,0.0015339807878856412,0.0,-0.019941750242513337,0.0,3.469446951953614e-18,1.4773561597751121,-13.102307531650542,0.6287380236593855,0.027247063816725155,-0.010080448414262162,-8.168792517430811e-05
1750422923.9813168,-0.0015339807878856412,-0.04601942363656923,0.0,0.0,0.0,-0.019941750242513337,0.0015339807878856412,3.469446951953614e-18,1.4876521341206566,-13.09691150663743,0.6298031836951767,0.029151706924106374,-0.008964058082725518,-0.00011269814789458191
1750422923.9975026,-0.0015339807878856412,-0.047553404424454875,0.0,0.0,0.0,-0.018407769454627694,0.0015339807878856412,3.469446951953614e-18,1.4922423125915696,-13.094719827364468,0.6297748368945615,0.03012270974420153,-0.007840945556604258,-0.00012595319673651965
1750422924.0292015,-0.0030679615757712823,-0.04908738521234052,0.0,0.0,0.0,-0.018407769454627694,0.0015339807878856412,-0.0,1.4973905260492826,-13.09193578857375,0.6297450081729211,0.03109364168265092,-0.007279360957080485,-0.00013258028438486815
1750422924.045252,-0.0030679615757712823,-0.0521553467881118,0.0,0.0,0.0,-0.018407769454627694,0.0015339807878856412,-2.37565522809291e-17,1.5076763703450937,-13.0862752978473,0.6296809052508111,0.03303528377599799,-0.0061561416924175785,-0.00014583350816547408
1750422924.0613348,-0.0030679615757712823,-0.056757289151768725,0.0,0.0,0.0,-0.018407769454627694,0.0,6.938893903907228e-18,1.5230718868963455,-13.077560241215291,0.6295562963350297,0.035946173675471614,-0.0044645955753274446,-0.0001650453231501223
1750422924.0772417,-0.0030679615757712823,-0.05829126993965436,0.0,0.0,0.0,-0.019941750242513337,0.0,1.6817658377021872e-17,1.5287604454548043,-13.074029796140126,0.6295175787497918,0.03691660577282409,-0.004464595575327443,-0.00016504532315012233
1750422924.10928,-0.0046019423636569235,-0.06289321230331128,0.0,0.0,0.0,-0.018407769454627694,0.0015339807878856412,9.878764473114643e-18,1.5435644385039065,-13.065493952976121,0.6294098759639624,0.03982846253898897,-0.0022244873419909866,-0.00019220816333820809
1750422924.1252012,-0.0046019423636569235,-0.0674951546669682,0.0,0.0,0.0015339807878856412,-0.018407769454627694,0.0015339807878856412,2.0816681711721685e-17,1.5579209162611027,-13.057096236859206,0.6293081984682019,0.04274094273689914,-0.0005394166574317306,-0.00021090602711554935
1750422924.141291,-0.0046019423636569235,-0.07056311624273949,0.0,0.0,0.0,-0.018407769454627694,0.0015339807878856412,2.0816681711721685e-17,1.5690900497127838,-13.049727666221889,0.6291718500140516,0.04467796715484101,0.0005840206600465107,-0.00022531966031469607
1750422924.1572363,-0.0046019423636569235,-0.07516505860639641,0.0,0.0015339807878856412,0.0,-0.018407769454627694,0.0015339807878856412,1.4936940573306855e-17,1.5844169050882848,-13.03984364821842,0.6279127289200104,0.04762383851788908,0.0022691416913150665,-0.00022785890019583188
1750422924.1892085,-0.0046019423636569235,-0.07976700097005335,0.0,0.0,0.0,-0.018407769454627694,0.0,-7.998046669399627e-18,1.5995922044102775,-13.029801476074748,0.6288200422071479,0.05049249535380158,0.003960774665361981,-0.0002639715431301251
1750422924.2052646,-0.0046019423636569235,-0.0859029241215959,0.0,0.0015339807878856412,0.0,-0.015339807878856412,0.0015339807878856412,-1.2818635042322058e-17,1.6188056916175904,-13.016950200079801,0.6274870693008169,0.054404477632978926,0.007324005940197484,-0.0002874197743094145
1750422924.221239,-0.0046019423636569235,-0.09050486648525283,0.0,0.0,0.0,-0.01380582709097077,0.0,1.3877787807814457e-17,1.6333296885040727,-13.00683626183842,0.6283624967005541,0.057272098600096986,0.009576798524871276,-0.00032984794625688267
1750422924.2532556,-0.0046019423636569235,-0.0966407896367954,0.0,0.0,0.0,-0.01380582709097077,0.0015339807878856412,2.7755575615628914e-17,1.6534933895816346,-12.992070328368868,0.6280858105648104,0.06114491749384125,0.011816057029307079,-0.00035761363295039875
1750422924.2692704,-0.006135923151542565,-0.10124273200045232,0.0,0.0,0.0,-0.01227184630308513,0.0015339807878856412,-1.3877787807814457e-17,1.6680090988425293,-12.981241100737224,0.6278497950996172,0.06404685244389673,0.014061467957234383,-0.0003840360181665101
1750422924.2852683,-0.006135923151542565,-0.10584467436410924,0.0,0.0,0.0,-0.010737865515199488,0.0015339807878856412,-2.5637270084644116e-17,1.6824897148949032,-12.970136726893754,0.6276004831343411,0.06694743102020564,0.01630634947884068,-0.0004104439446435957
1750422924.3012018,-0.006135923151542565,-0.1119805975156518,0.0,0.0,0.0,-0.010737865515199488,0.0015339807878856412,-2.7755575615628914e-17,1.7024900856687295,-12.954155295108261,0.6272473929023422,0.07081265303972023,0.018550617075605465,-0.0004368364181381493
1750422924.3333342,-0.006135923151542565,-0.11658253987930872,0.0,0.0,0.0015339807878856412,-0.009203884727313847,0.0,-3.3635316754043743e-17,1.7159154738382933,-12.9433819904641,0.6269812240818771,0.07371148162173394,0.0208007148636328,-0.0004593324907822238
1750422924.3493845,-0.0046019423636569235,-0.1227184630308513,0.0,0.0,0.0,-0.009203884727313847,0.0015339807878856412,1.9757528946229287e-17,1.736775429041451,-12.92557521222357,0.6265726686742392,0.07757028889076502,0.023036972539279485,-0.0004895710321520272
1750422924.3652956,-0.006135923151542565,-0.12732040539450823,0.0,0.0,0.0015339807878856412,-0.009203884727313847,0.0015339807878856412,-5.87974113841483e-18,1.7506842689000637,-12.913593991419912,0.6262927729260052,0.08046773626385435,0.02471844307992855,-0.0005071241997853487
1750422924.3812952,-0.006135923151542565,-0.13192234775816514,0.0,0.0,0.0015339807878856412,-0.009203884727313847,0.0015339807878856412,2.118305530984797e-18,1.7655208135240663,-12.90037450816871,0.6259682058569648,0.08335961345523762,0.02639944278047126,-0.0005267911134516231
1750422924.4134228,-0.006135923151542565,-0.13652429012182207,0.0,0.0,0.0,-0.009203884727313847,0.0015339807878856412,-2.7755575615628914e-17,1.7812830140021672,-12.885918777135394,0.6255990231460344,0.08624542685837924,0.02807994192834868,-0.0005488089502928009
1750422924.4292593,-0.006135923151542565,-0.14112623248547898,0.0,0.0,0.0,-0.009203884727313847,0.0,-0.0,1.796037287098462,-12.87216035388767,0.6252307446845792,0.08913112696845776,0.02976634908498921,-0.0005662493057642947
1750422924.4452708,-0.006135923151542565,-0.14419419406125028,-0.0015339807878856412,0.0,0.0,-0.009203884727313847,0.0015339807878856412,-2.118305530984797e-18,1.8105727559818665,-12.858116207775463,0.624883670503589,0.09201982178157614,0.03143900749306609,-0.0005882434797652624
1750422924.477271,-0.006135923151542565,-0.14572817484913592,0.0,-0.0015339807878856412,0.0,-0.009203884727313847,0.0015339807878856412,-0.0,1.8106428961631198,-12.858239953985429,0.6259732895793841,0.09198774630503069,0.03143902556658893,-0.0006054511997054382
1750422924.4933207,-0.006135923151542565,-0.1487961364249072,0.0,-0.0015339807878856412,0.0,-0.009203884727313847,0.0,2.118305530984797e-18,1.8204273165187934,-12.848739754142263,0.6257054302476285,0.09390828651843305,0.03256468867246467,-0.0006161734880404646
1750422924.5092719,-0.006135923151542565,-0.1487961364249072,0.0,-0.0030679615757712823,0.0,-0.010737865515199488,0.0015339807878856412,6.515232797710269e-17,1.8208664735413236,-12.848300597119737,0.6268104200136047,0.0938770556840573,0.03199867539386299,-0.0006292127133182142
1750422924.5252707,-0.006135923151542565,-0.15033011721279282,0.0,-0.0030679615757712823,0.0,-0.01380582709097077,0.0,-8.326672684688674e-17,1.8268665508961575,-12.842390853217397,0.6266656155319421,0.09483229520791461,0.03144564274078631,-0.0006202961380498285
1750422924.557302,-0.006135923151542565,-0.15033011721279282,0.0,-0.0030679615757712823,0.0,-0.015339807878856412,0.0015339807878856412,-2.987388114661371e-17,1.8274327659970715,-12.841824638116483,0.6266828991948905,0.0948331698387902,0.030879423216941086,-0.0006160690759619281
1750422924.573344,-0.007669903939428206,-0.1487961364249072,0.0,-0.0046019423636569235,0.0015339807878856412,-0.015339807878856412,0.0,5.127454016928823e-17,1.8214504486950385,-12.847716621966022,0.627914628934551,0.09384349922426645,0.0303288381998763,-0.0006218829006132471
1750422924.5893812,-0.009203884727313847,-0.15033011721279282,0.0,-0.0046019423636569235,0.0,-0.01687378866674205,0.0015339807878856412,1.175948227682966e-17,1.8278638996150476,-12.841393504498509,0.6277691942473609,0.09479509651533305,0.030319792846910578,-0.0006266959161496932
1750422924.6053464,-0.010737865515199488,-0.1487961364249072,0.0,-0.006135923151542565,0.0,-0.01687378866674205,0.0,-6.727063350808749e-17,1.8228442589416303,-12.846322811719428,0.628964922345684,0.09379492501122857,0.02976669037955853,-0.0006350925890785252
1750422924.6373453,-0.010737865515199488,-0.1487961364249072,0.0,-0.006135923151542565,0.0,-0.01687378866674205,0.0015339807878856412,-9.50262091237164e-17,1.8228508042452876,-12.846316266415771,0.6289821279110418,0.09379745765872463,0.02976013125273856,-0.0006373352684078204
1750422924.6534026,-0.010737865515199488,-0.14572817484913592,0.0,-0.006135923151542565,0.0,-0.01687378866674205,0.0015339807878856412,1.3877787807814457e-17,1.8130694141526376,-12.855813435995909,0.629234087128798,0.09187430918774714,0.02864030061707673,-0.0006242152851427779
1750422924.6692808,-0.010737865515199488,-0.14266021327336462,0.0,-0.006135923151542565,0.0,-0.01687378866674205,0.0,9.29079035927316e-17,1.8032644075914512,-12.86519615293259,0.6294629045678408,0.08994786870760647,0.027526764751713777,-0.0006089523874405629
1750422924.701283,-0.010737865515199488,-0.1380582709097077,0.0,-0.006135923151542565,0.0015339807878856412,-0.01687378866674205,0.0,1.3877787807814457e-17,1.7875720795265901,-12.879996176025799,0.6298565538821652,0.08707120403651541,0.025849490387318628,-0.0005869824333271141
1750422924.717238,-0.01227184630308513,-0.1303883669702795,0.0,-0.006135923151542565,0.0015339807878856412,-0.01687378866674205,0.0,4.163336342344337e-17,1.7629379278279278,-12.902452882065656,0.630423500608743,0.0822543321426364,0.023047249691361585,-0.0005543865154144735
1750422924.7333355,-0.01227184630308513,-0.11811652066719437,0.0,-0.006135923151542565,0.0015339807878856412,-0.018407769454627694,0.0,1.3877787807814457e-17,1.7238691788384752,-12.936243326512233,0.631254492569564,0.07453407059252715,0.017999919562310146,-0.0004955960060546463
1750422924.749398,-0.01380582709097077,-0.10277671278833796,0.0,-0.006135923151542565,0.0,-0.018407769454627694,0.0015339807878856412,6.727063350808749e-17,1.674941643584075,-12.975468444778162,0.632138840830898,0.06486425539209227,0.012377808423597701,-0.0004333689750980021
1750422924.7812831,-0.01380582709097077,-0.0859029241215959,0.0,-0.006135923151542565,0.0015339807878856412,-0.019941750242513337,0.0015339807878856412,-5.87974113841483e-18,1.6191906219729764,-13.016565269724415,0.6329989312500255,0.054224748145729945,0.00564289517707342,-0.00035267561826721807
1750422924.797497,-0.01380582709097077,-0.06902913545485385,0.0,-0.0046019423636569235,0.0,-0.023009711818284616,0.0,5.87974113841483e-18,1.5655208957758253,-13.051413736281226,0.6324933289656417,0.043586946908140606,-0.0016559640694661943,-0.00025004524516771784
1750422924.8133314,-0.01380582709097077,-0.05368932757599744,0.0,-0.0046019423636569235,0.0,-0.02761165418194154,0.0,-1.4936940573306855e-17,1.5160715944728298,-13.08014124173803,0.6329202010289025,0.03387712626457126,-0.008957208525434844,-0.00016429310549612896
1750422924.845245,-0.01380582709097077,-0.03834951969714103,0.0,-0.0030679615757712823,0.0015339807878856412,-0.032213596545598466,0.0015339807878856412,3.069544618483633e-17,1.4653196085898221,-13.106736868576771,0.6321639195799353,0.024209924772093532,-0.01625994758239433,-6.056823569418675e-05
1750422924.861278,-0.01380582709097077,-0.018407769454627694,0.0,-0.0015339807878856412,0.0,-0.04141748127291231,0.0,-3.469446951953614e-18,1.4021745706113626,-13.133353414880666,0.6311423043048672,0.01161344868422768,-0.02690855158473269,8.168215573789442e-05
1750422924.877228,-0.01380582709097077,-0.0015339807878856412,0.0,0.0,0.0015339807878856412,-0.04908738521234052,0.0,-4.662069341687669e-18,1.3464343528320528,-13.153669548097689,0.6300169577768829,0.0009721223143663772,-0.035862542904537616,0.00020465586924140443
1750422924.893359,-0.01380582709097077,0.018407769454627694,0.0,0.0,0.0015339807878856412,-0.05829126993965436,0.0,-7.203682095280328e-18,1.2812498104745305,-13.171667507020057,0.6296968269269326,-0.011664908202176978,-0.04646686555541926,0.00032952830386051595
1750422924.9253354,-0.01380582709097077,0.03834951969714103,0.0,0.0,0.0,-0.0674951546669682,0.0015339807878856412,-2.0816681711721685e-17,1.216512729144747,-13.183470654573416,0.6290795254553581,-0.0242957095747008,-0.057038315015100996,0.00045662003446672616
1750422924.941229,-0.01380582709097077,0.05829126993965436,0.007669903939428206,0.0015339807878856412,0.0,-0.0782330201821677,0.0015339807878856412,-4.4573233992650785e-17,1.1479658478184684,-13.193357301501969,0.6267702988045448,-0.04169789880643705,-0.07086413042488383,0.000638357342214836
1750422924.957289,-0.01227184630308513,0.08130098175793898,0.023009711818284616,0.0030679615757712823,0.0,-0.08743690490948154,0.0,1.0116352200384424e-17,1.0739881756514444,-13.192565152850744,0.6231855073461171,-0.0658280245509398,-0.08785458025920581,0.0008548425072935211
1750422924.9733407,-0.01380582709097077,0.09817477042468103,0.044485442848683596,0.0046019423636569235,0.0015339807878856412,-0.08897088569736719,0.0,4.163336342344337e-17,1.0307533941699152,-13.17616595970486,0.6187858268307532,-0.08988103854772969,-0.10196088716215629,0.0010371983337111508
1750422925.0053566,-0.01380582709097077,0.11658253987930872,0.06442719309119693,0.0030679615757712823,0.0,-0.09357282806102411,0.0015339807878856412,-5.339284570027303e-17,1.000149280950287,-13.137102179018115,0.6155263414802687,-0.11392277201896485,-0.11697208142467254,0.0012059407600938802
1750422925.0212953,-0.01380582709097077,0.1349903093339364,0.08283496254582462,0.0046019423636569235,0.0,-0.0966407896367954,0.0,-8.114842131590194e-17,0.9795573775237512,-13.083235973029598,0.6094588401892761,-0.1367040945019216,-0.13070794684313383,0.0013821453056694067
1750422925.0373433,-0.01380582709097077,0.1518640980006785,0.0966407896367954,0.007669903939428206,0.0,-0.09817477042468103,0.0,-4.163336342344337e-17,0.964844589030212,-13.025508941972829,0.6025489568826656,-0.1554594274762617,-0.14165603973591118,0.0015464004628614723
1750422925.0693142,-0.01227184630308513,0.17027186745530618,0.11351457830353745,0.007669903939428206,0.0,-0.09970875121256667,0.0015339807878856412,3.9515057892458573e-17,0.9632418945157344,-12.943544178670045,0.596400050296935,-0.17703286952227162,-0.15399463697504903,0.0017000175879660227
1750422925.0852306,-0.01380582709097077,0.18867963690993386,0.1303883669702795,0.010737865515199488,0.0,-0.10124273200045232,0.0015339807878856412,-1.5053736035497423e-16,0.9723826113046408,-12.846123878619107,0.5873913397939593,-0.19822409010924658,-0.16611700596349183,0.0018782352113089799
1750422925.10132,-0.01227184630308513,0.20401944478879028,0.1487961364249072,0.01227184630308513,0.0015339807878856412,-0.10277671278833796,0.0015339807878856412,7.150724457005708e-17,1.0026754147111792,-12.73868674806664,0.5791612107376577,-0.21837586900043027,-0.17752987505184353,0.0020251546372791287
1750422925.1172695,-0.01380582709097077,0.2193592526676467,0.16720390587953488,0.01380582709097077,0.0015339807878856412,-0.1043106935762236,0.0,-1.5053736035497423e-16,1.0450810202360241,-12.61590340291379,0.5702030975562828,-0.23823730358460443,-0.18871032578299882,0.002166417490132576
1750422925.1492972,-0.01227184630308513,0.23776702212227438,0.18100973297050565,0.015339807878856412,0.0,-0.10584467436410924,0.0,5.551115123125783e-17,1.0758172494001577,-12.48447246493523,0.5609645085879159,-0.2568976007198935,-0.19918308308816202,0.002313495481767063
1750422925.1652985,-0.01227184630308513,0.2561747915769021,0.19481556006147643,0.018407769454627694,0.0,-0.1043106935762236,0.0,4.375166895442817e-17,1.1125872938576151,-12.342412991800309,0.5502524727902225,-0.27527742620849643,-0.20851224605184598,0.002455286185147391
1750422925.1813903,-0.01227184630308513,0.2745825610315298,0.21168934872821848,0.021475731030398976,0.0,-0.10584467436410924,0.0,-1.3030465595420538e-16,1.1739483554276853,-12.171203457581594,0.5381196478476297,-0.29508039392428975,-0.21944737915647433,0.0026153356056658945
1750422925.2133732,-0.01227184630308513,0.2945243112740431,0.22549517581918926,0.02454369260617026,0.0,-0.10584467436410924,0.0015339807878856412,2.351896455365932e-17,1.2272043445211267,-11.993843408268283,0.5258861500449846,-0.3136953787441721,-0.22921525453387293,0.002770232271845653
1750422925.229303,-0.01227184630308513,0.3144660615165564,0.24236896448593132,0.0260776733940559,0.0015339807878856412,-0.10584467436410924,0.0,-5.551115123125783e-17,1.306540421084459,-11.785145786671142,0.5131028666561956,-0.33373523475645755,-0.23957552705411897,0.00288704171830644
1750422925.2452912,-0.01227184630308513,0.3313398501832985,0.2561747915769021,0.02914563496982718,0.0,-0.10737865515199488,0.0,-1.942890293094024e-16,1.3804079101389206,-11.597750150775298,0.5007458721171528,-0.3498830582455264,-0.2483549835441621,0.0030274919881725804
1750422925.2612844,-0.010737865515199488,0.3466796580621549,0.2715145994557585,0.032213596545598466,0.0,-0.10737865515199488,0.0,1.1525891352448525e-16,1.470962875649216,-11.400780404106428,0.48806500052232077,-0.3657863478084881,-0.256488030072707,0.003149642473815538
1750422925.2931888,-0.010737865515199488,0.36355344672889695,0.2868544073346149,0.032213596545598466,0.0015339807878856412,-0.10737865515199488,0.0,2.1780799386306171e-16,1.5691102258278056,-11.1820795313137,0.4762812097370532,-0.3823404040197351,-0.26478572736459205,0.0032344180675923256
1750422925.3092618,-0.010737865515199488,0.380427235395639,0.3021942152134713,0.0337475773334841,0.0,-0.10737865515199488,0.0,-1.858158071854632e-16,1.6761809339285447,-10.950824807502078,0.4630000238434049,-0.3982778908952357,-0.272779167054326,0.003349780685084509
1750422925.3252728,-0.010737865515199488,0.3988350048502667,0.31600004230444206,0.03681553890925539,0.0015339807878856412,-0.10891263593988053,0.0,-1.0678569140054606e-16,1.7774113969504177,-10.71002188477125,0.4485673616468658,-0.4138869216217799,-0.2808765515825929,0.0034567666677441313
1750422925.3571217,-0.010737865515199488,0.41570879351700873,0.32980586939541284,0.03834951969714103,0.0015339807878856412,-0.10891263593988053,0.0,1.858158071854632e-16,1.8862859827914287,-10.469487708863538,0.4351615990092972,-0.42835399179178923,-0.28794912079472845,0.0035484486977611735
1750422925.3731945,-0.010737865515199488,0.4356505437595221,0.3466796580621549,0.039883500485026674,0.0015339807878856412,-0.10891263593988053,0.0,-8.326672684688674e-17,2.0278627185963476,-10.167780778493773,0.4187570521937837,-0.44519793077812025,-0.29607823858831966,0.0036506617575996375
1750422925.389206,-0.010737865515199488,0.45099035163837853,0.3604854851531257,0.039883500485026674,0.0015339807878856412,-0.11044661672776616,0.0,1.0254908033857647e-16,2.1508484135371035,-9.918314500647304,0.40601817981693156,-0.4581406644753298,-0.3025474780073173,0.003722149846568764
1750422925.4053013,-0.010737865515199488,0.4663301595172349,0.37429131224409645,0.04141748127291231,0.0,-0.11044661672776616,0.0,-4.703792910731864e-17,2.2790431119347456,-9.660799283859195,0.3921315404881369,-0.4705605158562843,-0.3084136415608967,0.003810427970757336
1750422925.4371831,-0.010737865515199488,0.4816699673960913,0.38809713933506723,0.039883500485026674,0.0,-0.11044661672776616,0.0,-1.6653345369377348e-16,2.4133551664904176,-9.394357205204717,0.3794650274257155,-0.4827858443938997,-0.3140367332549606,0.0038604076213391457
1750422925.4532008,-0.010737865515199488,0.4954757944870621,0.40343694721392365,0.039883500485026674,0.0015339807878856412,-0.1119805975156518,0.0,-1.0254908033857647e-16,2.56545319275834,-9.120965712926827,0.36578048610486213,-0.4946232468117068,-0.31967806968900025,0.003908510370422772
