time,q0,q1,q2,q3,q4,q5,q6,q_err0,q_err1,q_err2,q_err3,q_err4,q_err5,q_err6,dq0,dq1,dq2,dq3,dq4,dq5,dq6,tau0,tau1,tau2,tau3,tau4,tau5,tau6
1750422554.2879968,0.0,0.0,0.0,0.0,0.0015339807878856412,0.0,0.0015339807878856412,0.0,0.0,0.0,0.0,0.0015339807878856412,0.0,0.0015339807878856412,0.0,0.0,0.0,0.0,0.07669903939428206,0.0,0.07669903939428206,0.0,1.3232660531428588,-13.173412599614327,0.6299907056279312,0.09081166264282996,-0.01850604120762661,0.0
1750422554.3039463,0.0,0.0,0.0,0.0,0.0015339807878856412,0.0,0.0,0.0,0.0,0.0,0.0,0.0015339807878856412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07669903939428206,0.0,1.3232594630293568,-13.173419189727829,0.6299733427462282,-0.001227184630308513,-0.01849942446350412,0.0
1750422554.335836,0.0,-0.0015339807878856412,0.0,0.06902913545485385,0.018407769454627694,-0.0015339807878856412,0.0,0.0,-0.0015339807878856412,0.0,0.06902913545485385,0.018407769454627694,-0.0015339807878856412,0.0,0.0,-0.07669903939428206,0.0,3.451456772742693,0.8436894333371026,-0.07669903939428206,0.0,1.0842021724855044e-17,1.4711096596146038,-13.182392320103702,0.5102283965178773,0.9991021209654884,-0.10974519787672855,0.0007863094251964754
1750422554.3519177,-0.0015339807878856412,0.0,0.0,0.17027186745530618,0.032213596545598466,-0.0046019423636569235,0.0,-0.0015339807878856412,0.0,0.0,0.17027186745530618,0.032213596545598466,-0.0046019423636569235,0.0,-0.07669903939428206,0.07669903939428206,0.0,5.062136600022616,0.6902913545485386,-0.15339807878856412,0.0,-0.30526217678924256,1.150413718744742,-13.192866855223878,0.32938289218271155,0.8022436545482738,-0.20237387511429838,0.0019604348263551133
1750422554.3678887,-0.0046019423636569235,0.0015339807878856412,0.0,0.25310683000113077,0.09510680884890975,-0.01380582709097077,0.0,-0.0046019423636569235,0.0015339807878856412,0.0,0.25310683000113077,0.09510680884890975,-0.01380582709097077,0.0,-0.15339807878856412,0.07669903939428206,0.0,4.14174812729123,3.1446606151655643,-0.46019423636569234,0.0,-0.6089903727905996,1.107789798198062,-13.232031415512811,0.17635349305713088,3.686788504033006,-0.5734331173799176,0.002987259262156785
1750422554.3838892,-0.06442719309119693,0.07056311624273949,0.0,0.3374757733348411,0.17947575218262002,-0.06135923151542565,0.0015339807878856412,-0.06442719309119693,0.07056311624273949,0.0,0.3374757733348411,0.17947575218262002,-0.06135923151542565,0.0015339807878856412,-2.9912625363770005,3.451456772742693,0.0,4.2184471666855154,4.218447166685514,-2.377670221222744,0.07669903939428206,-11.900622952416805,-5.929335261978359,-13.328810064778047,0.014437809830268655,4.849175635789253,-2.8896334029077098,0.004333191979888603
1750422554.4159298,-0.1487961364249072,0.1349903093339364,0.0015339807878856412,0.4172427743048944,0.26231071472844464,-0.14266021327336462,0.0015339807878856412,-0.1487961364249072,0.1349903093339364,0.0015339807878856412,0.4172427743048944,0.26231071472844464,-0.14266021327336462,0.0015339807878856412,-4.218447166685513,3.221359654559846,0.07669903939428206,3.9883500485026673,4.141748127291231,-4.0650490878969485,0.0,-16.724992530317145,-5.734474334648489,-13.448121204143167,-0.14163648008112695,4.634650900404722,-4.912695514785467,0.005540278024827712
1750422554.431911,-0.2162912910918754,0.16260196351587797,0.0,0.461728217153578,0.3436116964863836,-0.2162912910918754,0.0015339807878856412,-0.2162912910918754,0.16260196351587797,0.0,0.461728217153578,0.3436116964863836,-0.2162912910918754,0.0015339807878856412,-3.3747577333484102,1.380582709097078,-0.07669903939428206,2.224272142434178,4.065049087896949,-3.6815538909255388,0.0,-13.282739642301765,-2.1860511803177527,-13.275027077622616,-0.23159426130630267,4.446177265530687,-4.436760735663072,0.00613758549596295
1750422554.447958,-0.2638446955163303,0.1825437137583913,0.0015339807878856412,0.44945637085049284,0.4203107358806657,-0.28225246497095796,0.0,-0.2638446955163303,0.1825437137583913,0.0015339807878856412,0.44945637085049284,0.4203107358806657,-0.28225246497095796,0.0,-2.377670221222744,0.9970875121256662,0.07669903939428206,-0.6135923151542572,3.834951969714104,-3.2980586939541285,-0.07669903939428206,-9.246836189374646,-1.5196672117755559,-13.467519789060066,-0.21398154537417624,4.0859751592366,-3.956316628300427,0.006022650205580617
1750422554.4799147,-0.303728196001357,0.1932815792735908,0.0030679615757712823,0.36815538909255385,0.49394181369917645,-0.34821363885004053,0.0,-0.303728196001357,0.1932815792735908,0.0030679615757712823,0.36815538909255385,0.49394181369917645,-0.34821363885004053,0.0,-1.994175024251335,0.5368932757599754,0.07669903939428206,-4.065049087896949,3.6815538909255374,-3.2980586939541285,0.0,-7.672971901003982,-0.6598716925023527,-13.476895744750887,-0.06480116859824836,3.838194355400571,-3.92380362942225,0.005169946774979518
1750422554.4958317,-0.3436116964863836,0.200951483213019,0.006135923151542565,0.25770877236478773,0.5752427954571154,-0.42184471666855133,0.0015339807878856412,-0.3436116964863836,0.200951483213019,0.006135923151542565,0.25770877236478773,0.5,-0.42184471666855133,0.0015339807878856412,-1.9941750242513323,0.3834951969714104,0.15339807878856412,-5.522330836388306,4.065049087896949,-3.68155389092554,0.07669903939428206,-7.633088400518947,-0.3997502912100862,-13.58002380803282,0.13629564373929348,4.298748016381502,-4.338569372517494,0.0039794341094939525
1750422554.5119576,-0.38502917775929596,0.13192234775816514,0.015339807878856412,0.1595340019401067,0.6488738732756262,-0.48473792897186263,0.0,-0.38502917775929596,0.13192234775816514,0.015339807878856412,0.1595340019401067,0.5,-0.48473792897186263,0.0,-2.0708740636456167,-3.4514567727426932,0.46019423636569234,-4.908738521234052,3.6815538909255374,-3.1446606151655647,-0.07669903939428206,-7.89846707682317,7.50390483392901,-14.04211624173639,0.31718590355598497,3.8903716055034825,-3.6349218356706783,0.0031738231885349967
1750422554.5278902,-0.44178646691106466,0.0521553467881118,0.030679615757712823,0.07363107781851078,0.7209709703062513,-0.5522330836388308,0.0015339807878856412,-0.44178646691106466,0.0521553467881118,0.030679615757712823,0.07363107781851078,0.5,-0.5,0.0015339807878856412,-2.837864457588435,-3.988350048502667,0.7669903939428205,-4.295146206079796,3.6048548515312584,-3.3747577333484102,0.07669903939428206,-10.909671363442676,8.822494056177586,-14.46525512648171,0.4730629691143191,3.855869421185437,-3.88937106005896,0.00266383206821857
1750422554.5599496,-0.5031456984264903,-0.018407769454627694,0.06135923151542565,0.059825250727540004,0.7930680673368765,-0.6212622190936846,0.0015339807878856412,-0.5,-0.018407769454627694,0.06135923151542565,0.059825250727540004,0.5,-0.5,0.0015339807878856412,-3.0679615757712804,-3.528155812136975,1.533980787885641,-0.6902913545485386,3.6048548515312584,-3.4514567727426892,0.0,-11.771846303085123,8.06582147928526,-15.428154307458916,0.49301995071274585,3.882330966752397,-3.9898709836303703,0.002891693704505831
1750422554.5758343,-0.5599029875782591,-0.06596117387908257,0.08283496254582462,0.10891263593988053,0.8605632220038447,-0.6780195082454534,0.0015339807878856412,-0.5,-0.06596117387908257,0.08283496254582462,0.10891263593988053,0.5,-0.5,0.0015339807878856412,-2.83786445758844,-2.377670221222744,1.0737865515199487,2.454369260617026,3.3747577333484102,-2.83786445758844,0.0,-10.851457830353763,5.834633100662506,-14.905151449789182,0.39248104579036314,3.6045844140843486,-3.2732895432725058,0.003664688323242854
1750422554.5918937,-0.6105243535784852,-0.08897088569736719,0.09510680884890975,0.16566992509164924,0.9295923574586985,-0.7347767973972221,0.0015339807878856412,-0.5,-0.08897088569736719,0.09510680884890975,0.16566992509164924,0.5,-0.5,0.0015339807878856412,-2.5310683000113077,-1.150485590914231,0.6135923151542565,2.8378644575884353,3.4514567727426892,-2.837864457588435,0.0,-9.62427320004523,3.38648362963142,-14.384635515218768,0.2716570140854042,3.6797440586585193,-3.295996340930688,0.0043515053557238855
1750422554.623841,-0.6534758156392831,-0.10891263593988053,0.0966407896367954,0.2270291566070749,0.9970875121256667,-0.7930680673368765,0.0,-0.5,-0.10891263593988053,0.0966407896367954,0.2270291566070749,0.5,-0.5,0.0,-2.1475731030398957,-0.9970875121256668,0.07669903939428249,3.067961575771283,3.3747577333484102,-2.914563496982719,-0.07669903939428206,-8.090292412159581,3.0910011016474748,-13.746558438628384,0.13735059989433784,3.5700128434994465,-3.408442162030843,0.005034823920646897
1750422554.6398242,-0.7086991240031663,-0.1641359443037636,0.0966407896367954,0.29145634969827183,1.0737865515199487,-0.8574952604280734,0.0015339807878856412,-0.5,-0.1641359443037636,0.0966407896367954,0.29145634969827183,0.5,-0.5,0.0015339807878856412,-2.761165418194156,-2.7611654181941536,0.0,3.2213596545598464,3.834951969714101,-3.2213596545598464,0.07669903939428206,-10.544661672776622,6.707073369124352,-13.580415345298366,-0.011954968077493078,4.118509307126532,-3.7911454809441634,0.00595774004654419
1750422554.6558137,-0.7577865092155067,-0.21475731030398976,0.0966407896367954,0.30679615757712825,1.1351457830353744,-0.9096506072161852,0.0015339807878856412,-0.5,-0.21475731030398976,0.0966407896367954,0.30679615757712825,0.5,-0.5,0.0015339807878856412,-2.454369260617023,-2.5310683000113077,0.0,0.7669903939428208,3.067961575771283,-2.6077673394055867,0.0,-9.317477042468091,6.330184632957158,-13.470482651646645,-0.06385649700489993,3.2099136135040056,-3.060128769956264,0.006455319758438112
1750422554.6718748,-0.8084078752157329,-0.2653786763042159,0.0966407896367954,0.2761165418194154,1.1980389953386859,-0.966407896367954,0.0,-0.5,-0.2653786763042159,0.0966407896367954,0.2761165418194154,0.5,-0.5,0.0,-2.5310683000113077,-2.5310683000113077,0.0,-1.5339807878856415,3.144660615165573,-2.83786445758844,-0.07669903939428206,-9.62427320004523,6.410143209932722,-13.32638471756104,-0.026998331734961356,3.3320319094166018,-3.33739556641351,0.006698209892522061
1750422554.703952,-0.8620972027917303,-0.31139809994078516,0.09817477042468103,0.19481556006147643,1.2624661884298827,-1.0293011086712651,0.0,-0.5,-0.31139809994078516,0.09817477042468103,0.19481556006147643,0.5,-0.5,0.0,-2.684466378799871,-2.300971181828462,0.0766990393942818,-4.065049087896949,3.221359654559841,-3.1446606151655563,0.0,-10.237865515199482,6.0087811371762685,-13.27040143935815,0.10766969028915874,3.475024053865485,-3.7033783927861306,0.00672671427352693
1750422554.7198172,-0.9157865303677277,-0.3313398501832985,0.1043106935762236,0.1043106935762236,1.3314953238847365,-1.0921943209745766,0.0015339807878856412,-0.5,-0.3313398501832985,0.1043106935762236,0.1043106935762236,0.5,-0.5,0.0015339807878856412,-2.684466378799871,-0.9970875121256662,0.3067961575771286,-4.525243324262641,3.4514567727426892,-3.144660615165573,0.07669903939428206,-10.237865515199482,3.3803824915790863,-13.524431609896045,0.25663914491164963,3.793509347813667,-3.7033445412065475,0.006553750571020312
1750422554.7359226,-0.9679418771558396,-0.3620194659410113,0.10891263593988053,0.030679615757712823,1.4005244593395905,-1.158155494853659,0.0,-0.5,-0.3620194659410113,0.10891263593988053,0.030679615757712823,0.5,-0.5,0.0,-2.607767339405592,-1.5339807878856415,0.2300971181828461,-3.6815538909255388,3.4514567727427004,-3.29805869395412,-0.07669903939428206,-9.931069357622366,4.458928581034783,-13.345872110514861,0.36867084351231494,3.836044612450901,-3.8873424192988937,0.006643615567434075
1750422554.7678547,-1.0231651855197226,-0.39730102406238105,0.11504855909142309,0.0260776733940559,1.4772234987338724,-1.2210487071569704,0.0,-0.5,-0.39730102406238105,0.11504855909142309,0.0260776733940559,0.5,-0.5,0.0,-2.76116541819415,-1.7640779060684868,0.30679615757712786,-0.2300971181828461,3.8349519697140955,-3.144660615165573,0.0,-10.544661672776602,4.92422711380561,-13.322932163857216,0.33810915922010576,4.300182685106846,-3.7094332041318547,0.007046213657876664
1750422554.7838056,-1.0891263593988052,-0.44178646691106466,0.11504855909142309,0.11044661672776616,1.564660403643354,-1.2977477465512524,0.0015339807878856412,-0.5,-0.44178646691106466,0.11504855909142309,0.11044661672776616,0.5,-0.5,0.0015339807878856412,-3.298058693954131,-2.2242721424341805,0.0,4.218447166685513,4.3718452454740815,-3.8349519697140955,0.07669903939428206,-12.692234775816527,5.9026798798348725,-12.725203564037514,0.12083677525969794,4.895495070216515,-4.546447340364806,0.0076740175851266555
1750422554.7999353,-1.1520195717021164,-0.47860200582032003,0.11504855909142309,0.1978835216372477,1.6444274046134073,-1.3606409588545638,0.0,-0.5,-0.47860200582032003,0.11504855909142309,0.1978835216372477,0.5,-0.5,0.0,-3.144660615165562,-1.8407769454627687,0.0,4.371845245474077,3.9883500485026646,-3.144660615165573,-0.07669903939428206,-12.078642460662246,5.182087398458154,-12.515806070358796,-0.10397899713155745,4.37548860309283,-3.717102188948565,0.007902610079898741
1750422554.815876,-1.2210487071569704,-0.5077476407901472,0.11504855909142309,0.2868544073346149,1.7241944055834606,-1.4250681519457606,0.0,-0.5,-0.5,0.11504855909142309,0.2868544073346149,0.5,-0.5,0.0,-3.4514567727427004,-1.4572817484913596,0.0,4.448544284868361,3.9883500485026646,-3.221359654559841,0.0,-13.305827090970801,4.446595859579217,-12.341893150708517,-0.33467063698490396,4.30686349754915,-3.7996301678979574,0.007789578250673974
